date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:08	1892/1892	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-764%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.ttf	D:/himalyan/himalyan/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick-theme.min.css)
17:00:09	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03fd5-868%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.svg	D:/himalyan/himalyan/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/fonts/slick.svg	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick-theme.min.css)
17:00:10	4178/4178	---M--	200	added ('OK')	image/gif	etag:%225321592-1052-5a02dcb0ceb09%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/ajax-loader.gif	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/slick/ajax-loader.gif	(from http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/slick-theme.css)
17:00:10	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22532158f-800-5a02dcb0ceef1%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slick.eot	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slick.eot	(from http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/slick-theme.css)
17:00:10	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22532158d-564-5a02dcb0ceef1%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slick.woff	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slick.woff	(from http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/slick-theme.css)
17:00:11	1892/1892	---M--	200	added ('OK')	font/ttf	etag:%225321590-764-5a02dcb0ceef1%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slick.ttf	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slick.ttf	(from http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/slick-theme.css)
17:00:11	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22532158f-800-5a02dcb0ceef1%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slick.eot?	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slickd41d.eot	(from http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/slick-theme.css)
17:00:11	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%22532158e-868-5a02dcb0ceef1%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slick.svg	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/slick/fonts/slick.svg	(from http://www.himalayan.com/wp-content/themes/sportclub/assets/slick/slick-theme.css)
17:00:12	1360/1360	---M--	200	added ('OK')	image/png	etag:%225321688-550-5a02dcb0cf6c1%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/images/prev.png	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/images/prev.png	(from http://www.himalayan.com/wp-content/themes/sportclub/assets/css/lightbox.css)
17:00:12	8476/8476	---M--	200	added ('OK')	image/gif	etag:%225321686-211c-5a02dcb0cf2d9%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/images/loading.gif	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/images/loading.gif	(from http://www.himalayan.com/wp-content/themes/sportclub/assets/css/lightbox.min.css)
17:00:12	1350/1350	---M--	200	added ('OK')	image/png	etag:%225321692-546-5a02dcb0cf2d9%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/images/next.png	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/images/next.png	(from http://www.himalayan.com/wp-content/themes/sportclub/assets/css/lightbox.css)
17:00:14	7006/7006	---M--	200	added ('OK')	image/png	etag:%22611feaca-1b5e%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	D:/himalyan/himalyan/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:00:14	7001/7001	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1b59%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	D:/himalyan/himalyan/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:00:15	6313/6313	---M--	200	added ('OK')	image/png	etag:%22611feaca-18a9%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	D:/himalyan/himalyan/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:00:15	4632/4632	---M--	200	added ('OK')	image/png	etag:%22611feaca-1218%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	D:/himalyan/himalyan/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:00:16	4632/4632	---M--	200	added ('OK')	image/png	etag:%22611feaca-1218%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	D:/himalyan/himalyan/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:00:16	7013/7013	---M--	200	added ('OK')	image/png	etag:%22611feaca-1b65%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	D:/himalyan/himalyan/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:00:17	847/847	---M--	200	added ('OK')	image/gif	etag:%22532244e-34f-5a02dcb0e3ee2%22	http://www.himalayan.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	D:/himalyan/himalyan/www.himalayan.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://www.himalayan.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.6)
17:00:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Jul%202022%2011:30:16%20GMT	http://www.himalayan.com/?p=595	D:/himalyan/himalyan/www.himalayan.com/indexa351.html	(from http://www.himalayan.com/president-message/)
17:00:18	2283/2283	---MC-	200	added ('OK')	application/json	date:Sat,%2030%20Jul%202022%2011:30:16%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fpresident-message%2F	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embed7354.json	(from http://www.himalayan.com/president-message/)
17:00:18	2380/2380	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Jul%202022%2011:30:17%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fpresident-message%2F&format=xml	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embeddca2	(from http://www.himalayan.com/president-message/)
17:00:20	2263/2263	---MC-	200	added ('OK')	application/json	date:Sat,%2030%20Jul%202022%2011:30:18%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fglorious-past%2F	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embedb16d.json	(from http://www.himalayan.com/glorious-past/)
17:00:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Jul%202022%2011:30:19%20GMT	http://www.himalayan.com/?p=165	D:/himalyan/himalyan/www.himalayan.com/index17d5.html	(from http://www.himalayan.com/glorious-past/)
17:00:21	2360/2360	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Jul%202022%2011:30:19%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fglorious-past%2F&format=xml	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embedf3f9	(from http://www.himalayan.com/glorious-past/)
17:00:32	62704/62704	---M--	200	added ('OK')	image/jpeg	etag:%225321c5d-f4f0-5a02dcb0d96ea%22	http://www.himalayan.com/wp-content/uploads/2019/08/glorious-past-banner.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/glorious-past-banner.jpg	(from http://www.himalayan.com/glorious-past/)
17:00:33	100256/100256	---M--	200	added ('OK')	image/jpeg	etag:%22532182f-187a0-5a02dcb0d509a%22	http://www.himalayan.com/wp-content/uploads/2020/02/img123-1.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2020/02/img123-1.jpg	(from http://www.himalayan.com/president-message/)
17:00:51	115283/115283	---M--	200	added ('OK')	image/png	etag:%225321c57-1c253-5a02dcb0d8f1a%22	http://www.himalayan.com/wp-content/uploads/2019/08/gp-img-1.png	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gp-img-1.png	(from http://www.himalayan.com/glorious-past/)
17:00:52	2283/2283	---MC-	200	added ('OK')	application/json	date:Sat,%2030%20Jul%202022%2011:30:51%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fcommittee-members%2F	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embed3d33.json	(from http://www.himalayan.com/committee-members/)
17:00:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Jul%202022%2011:30:52%20GMT	http://www.himalayan.com/?p=476	D:/himalyan/himalyan/www.himalayan.com/index2847.html	(from http://www.himalayan.com/committee-members/)
17:00:53	2380/2380	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Jul%202022%2011:30:52%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fcommittee-members%2F&format=xml	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embed12ed	(from http://www.himalayan.com/committee-members/)
17:00:55	135023/135023	---M--	200	added ('OK')	image/png	etag:%225321cb8-20f6f-5a02dcb0db242%22	http://www.himalayan.com/wp-content/uploads/2019/08/gp-img-2.png	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gp-img-2.png	(from http://www.himalayan.com/glorious-past/)
17:00:59	31104/31104	---M--	200	added ('OK')	image/jpeg	etag:%225321a5d-7980-5bcc9d8024943%22	http://www.himalayan.com/wp-content/uploads/2021/03/NARENDRA.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2021/03/NARENDRA.jpg	(from http://www.himalayan.com/committee-members/)
17:01:02	43152/43152	---M--	200	added ('OK')	image/jpeg	etag:%225321af7-a890-5a02dcb0d603a%22	http://www.himalayan.com/wp-content/uploads/2020/01/Untitled-112.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2020/01/Untitled-112.jpg	(from http://www.himalayan.com/committee-members/)
17:01:10	66015/66015	---M--	200	added ('OK')	image/jpeg	etag:%225321ace-101df-5a02dcb0d5c52%22	http://www.himalayan.com/wp-content/uploads/2020/01/Untitled-1.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2020/01/Untitled-1.jpg	(from http://www.himalayan.com/committee-members/)
17:01:11	68680/68680	---M--	200	added ('OK')	image/png	etag:%225320c1d-10c48-5bcb58b6eeb29%22	http://www.himalayan.com/wp-content/uploads/2021/03/Chintan.png	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2021/03/Chintan.png	(from http://www.himalayan.com/committee-members/)
17:01:12	58221/58221	---M--	200	added ('OK')	image/jpeg	etag:%225321ac9-e36d-5a02dcb0d603a%22	http://www.himalayan.com/wp-content/uploads/2020/01/Untitled-11.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2020/01/Untitled-11.jpg	(from http://www.himalayan.com/committee-members/)
17:01:13	1901/1901	---M--	200	added ('OK')	image/png	etag:%225321676-76d-5a02dcb0cf2d9%22	http://www.himalayan.com/wp-content/themes/sportclub/assets/images/bullet.png	D:/himalyan/himalyan/www.himalayan.com/wp-content/themes/sportclub/assets/images/bullet.png	(from http://www.himalayan.com/committee-members/)
17:01:15	2233/2233	---MC-	200	added ('OK')	application/json	date:Sat,%2030%20Jul%202022%2011:31:13%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fgallery%2F	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embed2af7.json	(from http://www.himalayan.com/gallery/)
17:01:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Jul%202022%2011:31:14%20GMT	http://www.himalayan.com/?p=604	D:/himalyan/himalyan/www.himalayan.com/index1d45.html	(from http://www.himalayan.com/gallery/)
17:01:16	2330/2330	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Jul%202022%2011:31:15%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fgallery%2F&format=xml	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embed1aeb	(from http://www.himalayan.com/gallery/)
17:01:17	51831/51831	---M--	200	added ('OK')	image/png	etag:%225321a40-ca77-5b780bb37f598%22	http://www.himalayan.com/wp-content/uploads/2020/12/RAJPAL-new.png	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2020/12/RAJPAL-new.png	(from http://www.himalayan.com/committee-members/)
17:01:18	42972/42972	---M--	200	added ('OK')	image/png	etag:%225321a42-a7dc-5b781a9d381b2%22	http://www.himalayan.com/wp-content/uploads/2020/12/DIPAK-new-1.png	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2020/12/DIPAK-new-1.png	(from http://www.himalayan.com/committee-members/)
17:01:38	138662/138662	---M--	200	added ('OK')	image/jpeg	etag:%225321b93-21da6-5a02dcb0d8362%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-banner.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-banner.jpg	(from http://www.himalayan.com/gallery/)
17:01:55	227439/227439	---M--	200	added ('OK')	image/jpeg	etag:%225321bf5-3786f-5a02dcb0da68a%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-3-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-3-big.jpg	(from http://www.himalayan.com/gallery/)
17:01:59	253713/253713	---M--	200	added ('OK')	image/jpeg	etag:%225321c97-3df11-5a02dcb0d8b32%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-5-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-5-big.jpg	(from http://www.himalayan.com/gallery/)
17:02:21	267907/267907	---M--	200	added ('OK')	image/jpeg	etag:%225321c07-41683-5a02dcb0d7f7a%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-6-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-6-big.jpg	(from http://www.himalayan.com/gallery/)
17:02:32	204207/204207	---M--	200	added ('OK')	image/jpeg	etag:%225321d0a-31daf-5a02dcb0daa72%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-9-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-9-big.jpg	(from http://www.himalayan.com/gallery/)
17:02:44	302343/302343	---M--	200	added ('OK')	image/jpeg	etag:%225321df6-49d07-5a02dcb0d96ea%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-7-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-7-big.jpg	(from http://www.himalayan.com/gallery/)
17:03:10	294950/294950	---M--	200	added ('OK')	image/jpeg	etag:%225321cda-48026-5a02dcb0d77aa%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-10-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-10-big.jpg	(from http://www.himalayan.com/gallery/)
17:03:45	216792/216792	---M--	200	added ('OK')	image/jpeg	etag:%225321ceb-34ed8-5a02dcb0d874a%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-14-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-14-big.jpg	(from http://www.himalayan.com/gallery/)
17:03:56	251431/251431	---M--	200	added ('OK')	image/jpeg	etag:%225321d62-3d627-5a02dcb0da68a%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-15-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-15-big.jpg	(from http://www.himalayan.com/gallery/)
17:04:12	280909/280909	---M--	200	added ('OK')	image/jpeg	etag:%225321d52-4494d-5a02dcb0d7b92%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-16-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-16-big.jpg	(from http://www.himalayan.com/gallery/)
17:04:19	207388/207388	---M--	200	added ('OK')	image/jpeg	etag:%225321b47-32a1c-5a02dcb0d9302%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-18-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-18-big.jpg	(from http://www.himalayan.com/gallery/)
17:04:41	315388/315388	---M--	200	added ('OK')	image/jpeg	etag:%225321c69-4cffc-5a02dcb0d874a%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-19-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-19-big.jpg	(from http://www.himalayan.com/gallery/)
17:04:47	295502/295502	---M--	200	added ('OK')	image/jpeg	etag:%225321e39-4824e-5a02dcb0da68a%22	http://www.himalayan.com/wp-content/uploads/2019/08/gallery-20-big.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/gallery-20-big.jpg	(from http://www.himalayan.com/gallery/)
18:01:19	93022926/93022926	---M--	200	added ('OK')	application/pdf	etag:%225322330-58b6ace-5caed0206787b%22	http://www.himalayan.com/wp-content/uploads/2021/09/Annual-Report-2020-21.pdf	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2021/09/Annual-Report-2020-21.pdf	(from http://www.himalayan.com/)
18:01:32	747100/747100	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%225320bd4-b665c-5aea520a95564%22	http://www.himalayan.com/wp-content/uploads/2020/09/Memorandum-Articles-of-Association.pdf	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2020/09/Memorandum-Articles-of-Association.pdf	(from http://www.himalayan.com/)
18:01:33	2282/2282	---MC-	200	added ('OK')	application/json	date:Sat,%2030%20Jul%202022%2012:31:31%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fclub-activities%2Faqua-point%2F	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embed4093.json	(from http://www.himalayan.com/club-activities/aqua-point/)
18:01:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Jul%202022%2012:31:32%20GMT	http://www.himalayan.com/?p=342	D:/himalyan/himalyan/www.himalayan.com/indexc2ef.html	(from http://www.himalayan.com/club-activities/aqua-point/)
18:01:34	2377/2377	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Jul%202022%2012:31:33%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fclub-activities%2Faqua-point%2F&format=xml	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embede108	(from http://www.himalayan.com/club-activities/aqua-point/)
18:01:42	2639876/2639876	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%22532233a-284804-5caed0663be9a%22	http://www.himalayan.com/wp-content/uploads/2021/09/Newspaper-Advertisement.pdf	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2021/09/Newspaper-Advertisement.pdf	(from http://www.himalayan.com/)
18:01:52	107176/107176	---M--	200	added ('OK')	image/jpeg	etag:%225321cec-1a2a8-5a02dcb0d9302%22	http://www.himalayan.com/wp-content/uploads/2019/08/aqua-point-banner.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/aqua-point-banner.jpg	(from http://www.himalayan.com/club-activities/aqua-point/)
18:02:38	280554/280554	---M--	200	added ('OK')	image/jpeg	etag:%225321d10-447ea-5a02dcb0d7b92%22	http://www.himalayan.com/wp-content/uploads/2019/08/aqua-point-1.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/aqua-point-1.jpg	(from http://www.himalayan.com/club-activities/aqua-point/)
18:02:46	397125/397125	---M--	200	added ('OK')	image/png	etag:%225321ddc-60f45-5a02dcb0d9ad2%22	http://www.himalayan.com/wp-content/uploads/2019/08/aqua_point_img.png	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/aqua_point_img.png	(from http://www.himalayan.com/club-activities/aqua-point/)
18:02:49	71106/71106	---M--	200	added ('OK')	image/jpeg	etag:%225321c01-115c2-5a02dcb0d96ea%22	http://www.himalayan.com/wp-content/uploads/2019/08/aqua-point-2.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/aqua-point-2.jpg	(from http://www.himalayan.com/club-activities/aqua-point/)
18:03:10	121102/121102	---M--	200	added ('OK')	image/jpeg	etag:%225321ca5-1d90e-5a02dcb0daa72%22	http://www.himalayan.com/wp-content/uploads/2019/08/aqua-point-4.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/aqua-point-4.jpg	(from http://www.himalayan.com/club-activities/aqua-point/)
18:03:16	177265/177265	---M--	200	added ('OK')	image/jpeg	etag:%225321b49-2b471-5a02dcb0dae5a%22	http://www.himalayan.com/wp-content/uploads/2019/08/aqua-point-3.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/aqua-point-3.jpg	(from http://www.himalayan.com/club-activities/aqua-point/)
18:03:36	121835/121835	---M--	200	added ('OK')	image/jpeg	etag:%225321ccc-1dbeb-5a02dcb0d6fda%22	http://www.himalayan.com/wp-content/uploads/2019/08/aqua-point-5.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/aqua-point-5.jpg	(from http://www.himalayan.com/club-activities/aqua-point/)
18:03:47	225297/225297	---M--	200	added ('OK')	image/jpeg	etag:%225321bff-37011-5a02dcb0d8b32%22	http://www.himalayan.com/wp-content/uploads/2019/08/IMG_8405.jpg	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/IMG_8405.jpg	(from http://www.himalayan.com/club-activities/aqua-point/)
18:04:08	4022395/4022395	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%225322357-3d607b-5cd0b6c85682d%22	http://www.himalayan.com/wp-content/uploads/2021/09/SCRUTINIZERS-REPORT-OF-58TH-AGM.pdf	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2021/09/SCRUTINIZERS-REPORT-OF-58TH-AGM.pdf	(from http://www.himalayan.com/)
18:04:22	3859959/3859959	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%225322335-3ae5f7-5caed04447f07%22	http://www.himalayan.com/wp-content/uploads/2021/09/Annual-Return.pdf	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2021/09/Annual-Return.pdf	(from http://www.himalayan.com/)
18:04:40	393269/393269	---M--	200	added ('OK')	application/pdf	etag:%225321cf8-60035-5a02dcb0d8362%22	http://www.himalayan.com/wp-content/uploads/2019/08/Swimming%20Coaching%20(For%20Guests).pdf	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/Swimming%20Coaching%20(For%20Guests).pdf	(from http://www.himalayan.com/club-activities/aqua-point/)
18:04:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Jul%202022%2012:34:39%20GMT	http://www.himalayan.com/?p=351	D:/himalyan/himalyan/www.himalayan.com/indexec81.html	(from http://www.himalayan.com/club-activities/badminton/)
18:04:41	2277/2277	---MC-	200	added ('OK')	application/json	date:Sat,%2030%20Jul%202022%2012:34:39%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fclub-activities%2Fbadminton%2F	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embed9a7d.json	(from http://www.himalayan.com/club-activities/badminton/)
18:04:42	2372/2372	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Jul%202022%2012:34:41%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fclub-activities%2Fbadminton%2F&format=xml	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embed1d5e	(from http://www.himalayan.com/club-activities/badminton/)
18:04:47	371570/371570	---M--	200	added ('OK')	application/pdf	etag:%225321bc2-5ab72-5a02dcb0d73c2%22	http://www.himalayan.com/wp-content/uploads/2019/08/Swimming%20Pool%20(Regular).pdf	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/Swimming%20Pool%20(Regular).pdf	(from http://www.himalayan.com/club-activities/aqua-point/)
18:05:03	342105/342105	---M--	200	added ('OK')	application/pdf	etag:%225321c6f-53859-5a02dcb0db242%22	http://www.himalayan.com/wp-content/uploads/2019/08/Swimming%20Pool%20Coaching.pdf	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/Swimming%20Pool%20Coaching.pdf	(from http://www.himalayan.com/club-activities/aqua-point/)
18:05:05	270939/270939	---M--	200	added ('OK')	application/pdf	etag:%225321ced-4225b-5a02dcb0d6fda%22	http://www.himalayan.com/wp-content/uploads/2019/08/Swimming%20Pool%20Personal%20Coaching.pdf	D:/himalyan/himalyan/www.himalayan.com/wp-content/uploads/2019/08/Swimming%20Pool%20Personal%20Coaching.pdf	(from http://www.himalayan.com/club-activities/aqua-point/)
18:05:32	2277/2277	---MC-	200	added ('OK')	application/json	date:Sat,%2030%20Jul%202022%2012:35:31%20GMT	http://www.himalayan.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.himalayan.com%2Fclub-activities%2Fbilliards%2F	D:/himalyan/himalyan/www.himalayan.com/wp-json/oembed/1.0/embede532.json	(from http://www.himalayan.com/club-activities/billiards/)
18:05:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Jul%202022%2012:35:32%20GMT	http://www.himalayan.com/?p=358	D:/himalyan/himalyan/www.himalayan.com/indexf5a4.html	(from http://www.himalayan.com/club-activities/billiards/)
